Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jun 1, 2025 12:00 AM;Jun 1, 2025 1:00 AM;3,944.25;1,850.00;798.75;8,477.50;0.00;72.00;-;5,444.50;407.00;3,961.50;2,717.00;1,703.00
Jun 1, 2025 1:00 AM;Jun 1, 2025 2:00 AM;3,942.25;1,853.50;1,175.00;9,917.75;0.00;72.00;-;5,085.50;394.50;3,239.50;1,251.75;1,673.50
Jun 1, 2025 2:00 AM;Jun 1, 2025 3:00 AM;3,960.00;1,876.75;1,437.25;11,070.75;0.00;72.00;-;4,108.75;388.00;3,041.75;469.50;1,698.50
Jun 1, 2025 3:00 AM;Jun 1, 2025 4:00 AM;3,970.00;1,916.50;1,396.75;12,583.25;0.00;72.00;-;3,150.00;383.25;2,707.25;201.00;1,712.00
Jun 1, 2025 4:00 AM;Jun 1, 2025 5:00 AM;3,958.25;1,876.25;1,725.75;11,814.00;4.25;72.00;-;2,906.00;377.75;2,570.75;91.75;1,707.75
Jun 1, 2025 5:00 AM;Jun 1, 2025 6:00 AM;3,939.25;1,866.50;2,136.75;11,641.50;402.75;72.00;-;2,890.50;381.25;2,203.00;235.50;1,718.25
Jun 1, 2025 6:00 AM;Jun 1, 2025 7:00 AM;3,956.50;1,850.75;2,282.50;11,424.50;2,643.25;72.00;-;2,864.50;377.50;2,105.00;158.50;1,691.25
Jun 1, 2025 7:00 AM;Jun 1, 2025 8:00 AM;3,943.00;1,845.00;2,580.50;10,321.00;6,966.00;72.00;-;2,851.75;367.50;2,066.25;402.25;1,692.75
Jun 1, 2025 8:00 AM;Jun 1, 2025 9:00 AM;3,923.00;1,835.75;2,284.75;7,828.00;12,766.75;72.00;-;2,855.25;359.25;2,008.50;232.50;1,666.25
Jun 1, 2025 9:00 AM;Jun 1, 2025 10:00 AM;3,886.75;1,815.00;1,101.00;6,475.25;18,873.75;72.00;-;2,875.25;361.50;1,973.00;590.00;1,657.50
Jun 1, 2025 10:00 AM;Jun 1, 2025 11:00 AM;3,867.50;1,730.25;1,019.00;6,125.75;24,489.75;72.00;-;2,869.00;362.50;1,965.50;183.75;1,628.00
Jun 1, 2025 11:00 AM;Jun 1, 2025 12:00 PM;3,885.00;1,698.25;808.75;6,227.75;28,716.00;72.00;-;2,877.25;362.50;1,970.25;174.00;1,614.00
Jun 1, 2025 12:00 PM;Jun 1, 2025 1:00 PM;3,892.00;1,724.00;1,137.00;6,948.00;30,927.25;72.00;-;2,884.50;364.50;1,981.25;138.00;1,616.75
Jun 1, 2025 1:00 PM;Jun 1, 2025 2:00 PM;3,891.00;1,750.00;1,190.00;8,725.00;31,814.50;72.00;-;2,841.50;368.25;1,983.75;57.25;1,615.00
Jun 1, 2025 2:00 PM;Jun 1, 2025 3:00 PM;3,867.25;1,763.00;1,116.25;10,249.50;30,238.75;87.75;-;2,834.00;354.75;2,000.00;14.25;1,625.00
Jun 1, 2025 3:00 PM;Jun 1, 2025 4:00 PM;3,813.50;1,721.25;1,311.50;12,646.25;26,705.00;82.75;-;2,831.00;344.00;2,051.50;32.25;1,616.25
Jun 1, 2025 4:00 PM;Jun 1, 2025 5:00 PM;3,793.50;1,778.50;1,560.75;14,774.00;20,799.00;92.00;-;2,894.75;370.25;2,068.50;3.00;1,599.25
Jun 1, 2025 5:00 PM;Jun 1, 2025 6:00 PM;3,793.25;1,836.75;2,054.25;17,200.25;16,009.00;92.00;-;2,889.25;381.25;2,121.25;62.75;1,589.75
Jun 1, 2025 6:00 PM;Jun 1, 2025 7:00 PM;3,842.75;1,931.50;3,807.50;16,781.25;10,290.00;92.00;-;3,445.50;416.50;2,413.25;143.25;1,685.00
Jun 1, 2025 7:00 PM;Jun 1, 2025 8:00 PM;3,873.75;1,999.50;3,829.50;14,976.50;5,268.75;92.00;-;4,669.75;419.00;3,311.50;731.50;1,715.50
Jun 1, 2025 8:00 PM;Jun 1, 2025 9:00 PM;3,908.25;2,018.25;3,314.50;12,257.00;1,592.50;92.00;-;5,701.00;427.75;4,443.00;2,392.75;1,732.50
Jun 1, 2025 9:00 PM;Jun 1, 2025 10:00 PM;3,944.75;2,023.50;3,351.00;10,235.75;76.75;92.00;-;6,144.50;444.25;4,709.75;3,749.50;1,751.50
Jun 1, 2025 10:00 PM;Jun 1, 2025 11:00 PM;3,945.25;2,027.75;3,687.50;8,888.00;4.00;92.00;-;6,130.00;433.25;4,676.00;3,220.00;1,736.75
Jun 1, 2025 11:00 PM;Jun 2, 2025 12:00 AM;3,938.00;2,012.25;4,426.75;8,032.25;0.00;92.00;-;5,756.50;426.75;4,454.75;1,203.25;1,723.25
Jun 2, 2025 12:00 AM;Jun 2, 2025 1:00 AM;3,912.25;1,961.50;4,508.25;6,935.25;0.00;92.00;-;6,048.75;417.75;4,372.25;573.00;1,758.25
Jun 2, 2025 1:00 AM;Jun 2, 2025 2:00 AM;3,917.25;1,996.00;4,979.75;6,350.75;0.00;92.00;-;6,453.75;404.00;4,311.75;422.75;1,721.50
Jun 2, 2025 2:00 AM;Jun 2, 2025 3:00 AM;3,927.00;1,991.75;5,261.75;6,055.25;0.00;92.00;-;6,553.00;399.75;4,294.25;100.25;1,718.25
Jun 2, 2025 3:00 AM;Jun 2, 2025 4:00 AM;3,912.50;2,033.00;5,348.25;6,178.25;0.00;92.00;-;7,031.75;404.50;4,036.00;263.25;1,726.75
Jun 2, 2025 4:00 AM;Jun 2, 2025 5:00 AM;3,925.75;2,053.75;4,775.25;6,789.50;4.50;92.00;-;7,528.75;400.75;4,291.50;727.50;1,740.25
Jun 2, 2025 5:00 AM;Jun 2, 2025 6:00 AM;3,907.75;2,031.50;4,139.75;7,845.50;471.50;92.00;-;7,813.00;443.50;4,640.25;1,307.50;1,707.75
Jun 2, 2025 6:00 AM;Jun 2, 2025 7:00 AM;3,914.00;2,264.25;3,203.25;7,594.50;3,194.25;92.00;-;7,984.50;558.50;5,041.50;4,250.25;1,721.75
Jun 2, 2025 7:00 AM;Jun 2, 2025 8:00 AM;3,873.00;2,336.75;2,620.00;6,029.50;8,182.75;92.00;-;7,968.00;595.25;5,304.00;5,258.75;1,733.00
Jun 2, 2025 8:00 AM;Jun 2, 2025 9:00 AM;3,864.25;2,474.50;2,026.75;4,708.50;14,561.25;92.00;-;7,820.75;587.50;4,936.50;3,777.00;1,714.25
Jun 2, 2025 9:00 AM;Jun 2, 2025 10:00 AM;3,865.50;2,105.75;1,986.75;4,794.00;20,536.50;92.00;-;7,346.50;530.50;3,014.25;1,353.25;1,723.00
Jun 2, 2025 10:00 AM;Jun 2, 2025 11:00 AM;3,849.25;2,049.25;2,185.25;5,777.00;25,604.25;92.00;-;6,345.50;481.75;1,982.75;143.00;1,719.50
Jun 2, 2025 11:00 AM;Jun 2, 2025 12:00 PM;3,840.50;2,141.25;2,293.75;7,019.25;28,670.25;92.00;-;5,756.50;465.00;1,841.75;62.00;1,690.50
Jun 2, 2025 12:00 PM;Jun 2, 2025 1:00 PM;3,835.50;2,239.50;2,500.00;8,175.25;28,592.75;92.00;-;5,184.75;521.00;1,815.25;220.25;1,717.25
Jun 2, 2025 1:00 PM;Jun 2, 2025 2:00 PM;3,824.25;2,150.50;2,363.75;9,754.25;27,918.00;92.00;-;5,642.50;512.75;1,800.75;47.50;1,743.00
Jun 2, 2025 2:00 PM;Jun 2, 2025 3:00 PM;3,807.25;2,075.00;2,082.25;10,386.25;27,010.50;92.00;-;5,031.50;486.75;1,823.75;10.50;1,747.00
Jun 2, 2025 3:00 PM;Jun 2, 2025 4:00 PM;3,766.75;2,097.25;2,168.00;10,478.25;24,191.50;92.00;-;4,911.25;596.25;1,911.00;18.50;1,734.50
Jun 2, 2025 4:00 PM;Jun 2, 2025 5:00 PM;3,750.50;2,142.25;2,027.75;10,364.00;20,364.75;92.00;-;6,598.75;939.00;2,257.75;131.75;1,653.25
Jun 2, 2025 5:00 PM;Jun 2, 2025 6:00 PM;3,772.50;2,136.00;1,875.00;8,819.50;15,234.00;92.00;-;7,800.00;1,426.00;4,147.50;448.75;1,695.25
Jun 2, 2025 6:00 PM;Jun 2, 2025 7:00 PM;3,835.00;2,323.25;1,506.00;6,840.00;10,041.00;92.00;-;8,410.50;1,830.75;6,169.50;2,129.25;1,646.00
Jun 2, 2025 7:00 PM;Jun 2, 2025 8:00 PM;3,916.25;2,627.50;1,380.75;5,100.75;5,070.50;92.00;-;8,410.00;2,058.50;8,151.25;4,812.50;1,654.75
Jun 2, 2025 8:00 PM;Jun 2, 2025 9:00 PM;3,932.50;2,657.00;1,109.75;4,003.50;1,762.50;92.00;-;7,609.75;1,973.50;9,073.50;5,720.50;1,769.75
Jun 2, 2025 9:00 PM;Jun 2, 2025 10:00 PM;3,969.00;2,654.75;1,167.00;3,439.50;121.25;92.00;-;7,242.00;2,091.50;9,252.75;5,784.75;1,771.75
Jun 2, 2025 10:00 PM;Jun 2, 2025 11:00 PM;3,970.50;2,393.00;1,098.75;3,136.75;0.50;92.00;-;7,228.75;2,078.25;8,999.75;4,646.75;1,698.25
Jun 2, 2025 11:00 PM;Jun 3, 2025 12:00 AM;3,947.25;2,292.75;843.50;2,935.00;0.00;92.00;-;7,209.25;2,055.00;8,417.75;2,566.25;1,645.75
Jun 3, 2025 12:00 AM;Jun 3, 2025 1:00 AM;3,940.00;2,578.00;756.75;2,379.75;0.00;92.00;-;7,195.75;1,950.75;8,652.25;2,056.00;1,577.75
Jun 3, 2025 1:00 AM;Jun 3, 2025 2:00 AM;3,925.50;2,497.75;822.25;1,985.75;0.00;92.00;-;7,202.00;1,867.75;8,561.50;863.75;1,535.50
Jun 3, 2025 2:00 AM;Jun 3, 2025 3:00 AM;3,939.50;2,210.75;1,011.00;1,628.75;0.00;92.00;-;7,200.25;1,863.75;8,030.50;356.75;1,571.00
Jun 3, 2025 3:00 AM;Jun 3, 2025 4:00 AM;3,930.75;2,264.75;1,394.50;1,551.50;0.00;92.00;-;7,168.25;1,865.25;7,959.50;302.75;1,595.75
Jun 3, 2025 4:00 AM;Jun 3, 2025 5:00 AM;3,924.50;2,226.50;2,012.00;1,894.25;5.00;92.00;-;7,188.25;1,852.50;8,085.50;304.25;1,592.50
Jun 3, 2025 5:00 AM;Jun 3, 2025 6:00 AM;3,902.75;2,253.25;2,488.25;2,770.75;523.00;92.00;-;7,229.25;1,885.50;7,924.75;408.00;1,574.50
Jun 3, 2025 6:00 AM;Jun 3, 2025 7:00 AM;3,910.50;2,633.00;3,052.75;3,687.00;3,512.75;92.00;-;7,156.00;1,987.50;7,972.25;2,191.00;1,524.75
Jun 3, 2025 7:00 AM;Jun 3, 2025 8:00 AM;3,917.75;2,196.00;3,920.00;3,927.50;9,900.00;92.00;-;6,762.50;2,075.25;7,310.00;1,351.75;1,491.00
Jun 3, 2025 8:00 AM;Jun 3, 2025 9:00 AM;3,872.50;2,017.75;4,239.50;3,194.75;18,913.50;92.00;-;5,582.75;1,351.25;5,225.50;805.25;1,469.00
Jun 3, 2025 9:00 AM;Jun 3, 2025 10:00 AM;3,931.50;2,111.25;4,782.25;4,173.50;28,601.25;92.00;-;3,460.00;755.50;2,905.00;342.50;1,479.50
Jun 3, 2025 10:00 AM;Jun 3, 2025 11:00 AM;3,922.25;2,208.00;4,417.50;6,526.50;35,745.25;92.00;-;2,780.00;846.75;2,397.25;98.75;1,501.25
Jun 3, 2025 11:00 AM;Jun 3, 2025 12:00 PM;3,932.50;2,117.25;3,818.75;8,426.25;38,034.00;92.00;-;2,799.50;1,291.25;2,312.00;10.00;1,502.50
Jun 3, 2025 12:00 PM;Jun 3, 2025 1:00 PM;3,895.00;2,156.00;3,758.25;9,558.00;38,983.00;92.00;-;2,835.75;1,722.00;2,178.50;55.50;1,527.00
Jun 3, 2025 1:00 PM;Jun 3, 2025 2:00 PM;3,888.00;2,135.25;3,609.00;10,094.50;38,419.50;92.00;-;2,875.00;1,619.25;2,031.00;0.00;1,525.50
Jun 3, 2025 2:00 PM;Jun 3, 2025 3:00 PM;3,894.00;2,090.75;3,577.25;9,054.75;36,837.50;92.00;-;2,741.50;1,567.25;2,017.75;3.25;1,533.50
Jun 3, 2025 3:00 PM;Jun 3, 2025 4:00 PM;3,887.75;2,110.25;3,788.25;9,794.25;33,206.25;92.00;-;2,707.75;1,561.00;2,076.00;12.00;1,504.50
Jun 3, 2025 4:00 PM;Jun 3, 2025 5:00 PM;3,871.00;2,155.00;4,161.25;12,505.75;28,164.75;92.00;-;2,792.00;2,010.25;2,296.25;55.00;1,572.25
Jun 3, 2025 5:00 PM;Jun 3, 2025 6:00 PM;3,864.25;2,264.00;4,997.50;12,976.75;21,263.25;92.00;-;3,210.00;2,146.00;2,811.25;207.25;1,615.50
Jun 3, 2025 6:00 PM;Jun 3, 2025 7:00 PM;3,932.25;2,348.25;4,530.25;10,577.75;12,944.25;92.00;-;5,178.50;2,331.75;3,837.00;1,129.75;1,618.75
Jun 3, 2025 7:00 PM;Jun 3, 2025 8:00 PM;3,964.00;2,503.00;4,647.25;7,630.50;5,827.00;92.00;-;5,005.75;2,569.75;5,720.25;4,655.25;1,615.50
Jun 3, 2025 8:00 PM;Jun 3, 2025 9:00 PM;3,982.25;2,458.50;4,630.50;7,249.00;1,716.00;92.00;-;4,737.25;2,347.50;6,280.25;5,638.50;1,714.50
Jun 3, 2025 9:00 PM;Jun 3, 2025 10:00 PM;3,990.50;2,424.75;5,013.50;9,050.75;68.50;92.00;-;4,768.00;2,188.50;6,043.75;4,824.25;1,608.00
Jun 3, 2025 10:00 PM;Jun 3, 2025 11:00 PM;3,994.50;2,267.00;5,651.25;11,583.25;0.25;92.00;-;4,717.75;2,017.00;5,974.25;3,082.25;1,608.25
Jun 3, 2025 11:00 PM;Jun 4, 2025 12:00 AM;3,975.25;2,162.75;6,133.75;13,453.50;0.00;92.00;-;4,769.00;1,851.75;5,078.00;703.75;1,604.75
Jun 4, 2025 12:00 AM;Jun 4, 2025 1:00 AM;3,943.50;2,136.75;7,033.00;14,160.50;0.00;92.00;-;4,154.50;1,653.00;3,769.00;723.25;1,571.25
Jun 4, 2025 1:00 AM;Jun 4, 2025 2:00 AM;3,938.25;2,137.75;7,604.00;13,374.50;0.00;92.00;-;3,685.25;1,606.25;3,787.25;255.00;1,487.50
Jun 4, 2025 2:00 AM;Jun 4, 2025 3:00 AM;3,953.75;2,100.75;7,559.50;12,897.25;0.00;92.00;-;4,308.00;1,600.25;3,963.75;87.50;1,500.00
Jun 4, 2025 3:00 AM;Jun 4, 2025 4:00 AM;3,965.75;2,142.25;6,433.75;12,935.25;0.00;92.00;-;4,610.75;1,624.50;4,015.75;265.00;1,500.25
Jun 4, 2025 4:00 AM;Jun 4, 2025 5:00 AM;3,960.50;2,171.25;4,995.75;13,303.25;5.25;92.00;-;5,165.50;1,716.50;3,859.25;305.50;1,497.50
Jun 4, 2025 5:00 AM;Jun 4, 2025 6:00 AM;3,942.00;2,139.75;4,322.25;13,812.50;504.50;92.00;-;5,479.75;1,681.00;4,145.50;320.75;1,457.25
Jun 4, 2025 6:00 AM;Jun 4, 2025 7:00 AM;3,944.75;2,230.50;3,993.75;13,779.75;3,409.00;92.00;-;5,689.75;1,695.00;4,640.25;1,571.75;1,453.50
Jun 4, 2025 7:00 AM;Jun 4, 2025 8:00 AM;3,932.50;2,418.00;4,004.75;11,811.50;8,830.75;85.50;-;5,533.50;1,827.00;4,060.00;3,726.75;1,475.50
Jun 4, 2025 8:00 AM;Jun 4, 2025 9:00 AM;3,906.25;2,567.75;3,652.75;8,897.50;14,557.25;72.00;-;5,745.25;1,538.50;3,327.00;2,284.25;1,503.75
Jun 4, 2025 9:00 AM;Jun 4, 2025 10:00 AM;3,904.75;2,229.75;3,308.25;9,231.75;19,554.50;72.00;-;5,531.50;1,246.75;3,306.25;927.75;1,515.50
Jun 4, 2025 10:00 AM;Jun 4, 2025 11:00 AM;3,903.75;2,116.50;2,922.50;11,408.75;23,615.50;72.00;-;4,579.00;1,167.25;2,674.25;54.25;1,553.25
Jun 4, 2025 11:00 AM;Jun 4, 2025 12:00 PM;3,898.25;2,248.50;2,599.50;14,301.00;25,680.25;72.00;-;3,056.00;1,178.00;2,465.75;1.00;1,681.50
Jun 4, 2025 12:00 PM;Jun 4, 2025 1:00 PM;3,892.50;2,220.25;2,556.50;16,043.00;25,810.25;72.00;-;3,073.75;1,169.75;2,188.25;20.75;1,738.25
Jun 4, 2025 1:00 PM;Jun 4, 2025 2:00 PM;3,878.25;2,110.00;3,048.50;16,325.25;25,027.25;85.25;-;3,080.75;1,148.75;2,128.25;148.25;1,775.00
Jun 4, 2025 2:00 PM;Jun 4, 2025 3:00 PM;3,866.50;1,968.75;3,413.25;15,657.00;25,238.75;92.00;-;3,113.75;1,148.50;2,093.50;0.50;1,659.75
Jun 4, 2025 3:00 PM;Jun 4, 2025 4:00 PM;3,858.75;2,145.25;3,004.75;13,809.75;23,984.50;92.00;-;3,301.25;1,232.50;2,027.25;30.75;1,443.50
Jun 4, 2025 4:00 PM;Jun 4, 2025 5:00 PM;3,859.75;2,307.25;3,282.50;13,804.00;19,873.25;92.00;-;3,620.00;1,402.75;2,070.25;191.75;1,440.25
Jun 4, 2025 5:00 PM;Jun 4, 2025 6:00 PM;3,862.00;2,317.00;3,731.75;12,143.25;13,788.75;92.00;-;4,759.50;1,988.50;2,584.00;720.25;1,466.75
Jun 4, 2025 6:00 PM;Jun 4, 2025 7:00 PM;3,907.25;2,388.75;3,706.25;10,679.50;8,686.00;92.00;-;6,069.25;2,845.75;3,885.50;1,425.50;1,456.75
Jun 4, 2025 7:00 PM;Jun 4, 2025 8:00 PM;3,949.00;2,465.50;3,044.75;9,690.50;4,347.00;92.00;-;6,424.50;3,350.00;4,885.50;2,319.50;1,453.00
Jun 4, 2025 8:00 PM;Jun 4, 2025 9:00 PM;3,975.75;2,543.00;2,428.50;8,693.50;1,332.25;92.00;-;6,458.25;3,476.75;5,460.00;3,736.00;1,462.75
Jun 4, 2025 9:00 PM;Jun 4, 2025 10:00 PM;3,989.50;2,620.25;1,914.50;8,586.00;76.00;92.00;-;6,472.00;3,624.00;5,586.25;3,868.00;1,455.75
Jun 4, 2025 10:00 PM;Jun 4, 2025 11:00 PM;3,997.25;2,351.25;1,592.25;8,350.50;0.50;92.00;-;6,448.25;3,559.25;4,979.25;2,752.75;1,474.00
Jun 4, 2025 11:00 PM;Jun 5, 2025 12:00 AM;3,981.25;2,223.00;1,564.75;7,970.75;0.00;92.00;-;6,346.50;3,377.75;4,327.00;1,923.00;1,495.25
Jun 5, 2025 12:00 AM;Jun 5, 2025 1:00 AM;3,964.50;2,213.25;1,385.25;7,107.00;0.00;92.00;-;6,275.25;3,140.25;3,876.25;1,059.50;1,731.00
Jun 5, 2025 1:00 AM;Jun 5, 2025 2:00 AM;3,959.00;2,250.75;1,790.75;6,904.00;0.00;92.00;-;6,111.00;3,077.25;2,824.00;311.50;1,676.50
Jun 5, 2025 2:00 AM;Jun 5, 2025 3:00 AM;3,982.00;2,218.25;2,455.75;6,766.25;0.00;92.00;-;5,734.75;3,071.50;2,607.75;92.75;1,651.75
Jun 5, 2025 3:00 AM;Jun 5, 2025 4:00 AM;3,992.25;2,235.25;2,827.75;6,992.75;0.00;92.00;-;5,779.75;3,043.00;2,550.50;90.25;1,662.50
Jun 5, 2025 4:00 AM;Jun 5, 2025 5:00 AM;3,985.25;2,247.75;3,081.00;7,769.75;4.50;92.00;-;5,973.25;3,001.25;2,640.50;105.75;1,646.00
Jun 5, 2025 5:00 AM;Jun 5, 2025 6:00 AM;3,975.25;2,261.75;3,748.00;9,232.75;475.50;92.00;-;6,033.75;2,910.25;3,071.50;176.75;1,641.75
Jun 5, 2025 6:00 AM;Jun 5, 2025 7:00 AM;3,958.50;2,529.50;3,684.50;9,993.25;3,094.50;92.00;-;6,155.25;2,693.50;3,909.25;2,638.25;1,642.75
Jun 5, 2025 7:00 AM;Jun 5, 2025 8:00 AM;3,933.75;2,624.75;4,197.00;8,688.50;7,668.00;92.00;-;6,369.50;2,460.25;4,620.00;3,110.50;1,629.00
Jun 5, 2025 8:00 AM;Jun 5, 2025 9:00 AM;3,916.50;2,519.25;4,393.00;8,300.25;13,645.00;92.00;-;6,135.50;1,833.50;4,095.25;2,284.75;1,635.75
Jun 5, 2025 9:00 AM;Jun 5, 2025 10:00 AM;3,882.50;2,491.50;4,418.00;10,728.75;19,572.50;92.00;-;4,497.50;1,332.50;3,021.25;534.75;1,638.00
Jun 5, 2025 10:00 AM;Jun 5, 2025 11:00 AM;3,859.75;2,492.25;4,275.00;13,803.25;23,490.75;92.00;-;3,032.00;1,193.75;1,996.00;35.25;1,670.00
Jun 5, 2025 11:00 AM;Jun 5, 2025 12:00 PM;3,846.25;2,383.25;4,427.00;16,558.00;26,043.00;92.00;-;2,939.50;1,029.00;1,869.75;83.50;1,670.00
Jun 5, 2025 12:00 PM;Jun 5, 2025 1:00 PM;3,834.25;2,346.25;4,119.50;18,380.00;27,583.50;92.00;-;2,816.00;959.00;1,808.50;46.00;1,648.25
Jun 5, 2025 1:00 PM;Jun 5, 2025 2:00 PM;3,824.50;2,286.00;3,790.00;19,487.25;27,202.25;92.00;-;2,182.75;941.00;1,813.00;0.00;1,606.50
Jun 5, 2025 2:00 PM;Jun 5, 2025 3:00 PM;3,859.75;2,265.25;3,126.25;19,897.75;24,900.25;92.00;-;2,155.00;960.50;1,839.25;48.00;1,614.25
Jun 5, 2025 3:00 PM;Jun 5, 2025 4:00 PM;3,891.50;2,333.25;2,077.50;20,025.00;22,146.00;92.00;-;2,698.25;1,053.75;2,011.25;68.25;1,618.25
Jun 5, 2025 4:00 PM;Jun 5, 2025 5:00 PM;3,878.50;2,449.75;1,655.25;20,666.75;19,197.50;92.00;-;3,953.50;1,043.25;2,132.75;205.25;1,719.25
Jun 5, 2025 5:00 PM;Jun 5, 2025 6:00 PM;3,877.50;2,517.50;1,728.50;19,309.00;15,194.50;92.00;-;4,821.50;1,361.00;2,624.25;908.25;1,770.25
Jun 5, 2025 6:00 PM;Jun 5, 2025 7:00 PM;3,917.75;2,595.00;1,784.25;17,819.50;9,672.50;92.00;-;5,418.75;2,125.75;3,797.25;3,490.50;1,947.25
Jun 5, 2025 7:00 PM;Jun 5, 2025 8:00 PM;3,947.25;2,518.25;2,214.25;15,674.50;4,728.00;92.00;-;5,920.50;2,251.50;4,289.75;3,805.75;2,047.75
Jun 5, 2025 8:00 PM;Jun 5, 2025 9:00 PM;3,979.00;2,677.50;3,251.00;13,872.25;1,390.00;92.00;-;6,120.75;2,250.25;4,439.50;4,968.75;2,016.00
